Country Code,1996_domestic_credit_provided_by_financial_sector_(%_of_GDP),1996_domestic_credit_to_private_sector_(%_of_GDP),1996_foreign_direct_investment_net_inflows_(%_of_GDP),1996_foreign_direct_investment_net_outflows_(%_of_GDP),1996_mutual_fund_assets_to_GDP_(%),1996_investments_financed_by_equity_or_stock_sales_(%),1996_stock_market_capitalization_to_GDP_(%),1996_stock_market_return_(%_year-on-year),1996_stock_market_total_value_traded_to_GDP_(%),1996_stock_market_turnover_ratio_(%),1996_stock_price_volatility,1996_bank_concentration_(%),1996_gross_portfolio_debt_assets_to_GDP_(%)
AFG,..,..,..,..,..,..,..,..,..,..,..,..,..
ALB,..,..,2.8159395228717097,0,..,..,..,..,..,..,..,..,..
DZA,..,5.364902708705331,0.5751829944975417,2.1303073870279326e-06,..,..,..,..,..,..,..,76.5657,..
ASM,..,..,..,..,,,,,,,,,
AND,..,..,..,..,..,..,..,..,..,..,..,86.7219,..
AGO,..,..,2.3988290745703433,-0.16501947379802107,..,..,..,..,..,..,..,..,..
ATG,..,49.69615503749117,3.053644795361974,0,..,..,..,..,..,..,..,100,..
ARG,28.220310325473385,20.187001825281854,2.5532034060833237,0.5881868346379153,..,..,15.1527,32.6953,11.6126,75.9092,37.0882,29.876,..
ARM,..,..,1.100209245859164,0,..,..,..,..,..,..,..,100,..
ABW,..,45.413723164367866,6.1616190240999495,0.0647739187816026,..,..,..,..,..,..,..,..,..
AUS,..,71.68242242688102,1.1401252322968096,1.2506523730508405,10.25,..,70.5695,11.5598,30.7302,51.3162,11.0776,45.0188,..
AUT,..,..,1.8223384474444573,0.7962373723369254,..,..,12.9598,8.38255,4.8287,33.6238,13.7288,83.5855,..
AZE,..,..,19.74845945619556,0.12275977753464207,..,..,..,..,..,..,..,98.5355,..
BHS,76.38403990024938,62.34968135217511,2.432806871709615,-0.00831255195344971,..,..,..,..,..,..,..,62.7431,..
BHR,..,41.61182241257998,33.56601753473391,4.995559195245628,..,..,77.4361,..,2.31828,3.73965,..,91.4242,..
BGD,..,18.911997573886424,0.02913495519129215,0.02691732996934715,..,..,9.89251,..,1.06708,18.5667,..,..,..
BRB,..,41.630416491375684,0.6700025323912074,0.15019173327724022,..,..,25.8782,..,0.190599,0.986943,..,100,..
BLR,..,..,0.7081458931708359,-0.007011067406366796,..,..,..,..,..,..,..,..,..
BEL,..,..,5.0371876095201245,2.8746700571336303,..,..,38.3775,..,6.46845,20.2609,..,62.3938,..
BLZ,..,37.24955553066873,2.5839229284229996,0.8828663081734797,..,..,..,..,..,..,..,..,..
BEN,..,8.47764074613428,-0.6209458151742919,-1.1967695677792483,..,..,..,..,..,..,..,81.7202,..
BMU,..,..,..,..,..,..,..,-7.38653,1.2577,..,11.5697,..,..
BTN,..,6.960742835428964,0.4613830343871654,..,..,..,10.1828,..,..,..,..,..,..
BOL,..,..,6.40938403475409,0.02839001576246275,..,..,1.40787,..,0.013356,0.960246,..,53.9098,..
BIH,..,..,..,..,..,..,..,..,..,..,..,92.9534,..
BWA,..,10.090040893831175,1.468356845368999,-0.021725257436425945,..,..,6.89876,25.9975,0.62978,8.52483,..,89.8008,..
BRA,..,40.7784936784467,1.475965411357561,0.1040654388982984,..,..,21.0421,50.2842,11.1129,63.4501,42.8,39.9525,..
VGB,..,..,..,..,,,,,,,,,
BRN,..,..,12.776597809510607,..,..,..,..,..,..,..,..,..,..
BGR,..,50.70859596679137,0.8865953833816002,-0.23181622409518907,..,..,0.1881,..,0.031784,42.2777,..,87.768,..
BFA,..,6.912335600979666,0.6272884655714237,0.025318269395434235,..,..,..,..,..,..,..,100,..
BDI,..,14.233409350057013,0,0,..,..,..,..,..,..,..,100,..
CPV,..,26.926469498113352,5.68310702222906,0.05248535071905011,..,..,..,..,..,..,..,..,..
KHM,..,4.72234025305449,8.372554207123155,..,..,..,..,..,..,..,..,..,..
CMR,..,7.3143792662479665,1.012454540180548,0.10856229694549167,..,..,..,..,..,..,..,100,..
CAN,115.56550991046915,78.89099825792306,1.402868239485416,1.955214379902316,26.5795,..,123.856,17.992,35.7699,34.0378,8.23423,31.4495,..
CYM,..,..,..,..,..,..,..,..,..,..,..,84.165,..
CAF,..,4.508881983481334,1.08411103938949,0.14780687279227872,..,..,..,..,..,..,..,..,..
TCD,..,3.6424825090051356,2.455363501708726,0.07868741322308624,..,..,..,..,..,..,..,..,..
CHI,..,..,..,..,..,..,..,..,..,..,..,..,..
CHL,..,..,6.169454627875641,1.4524070176236126,5.17239,..,87.767,1.72956,7.76323,1.57451,20.2004,39.9223,..
CHN,..,89.45558157894476,4.651826650751458,0.24474767395939726,..,..,9.28365,16.244,22.2145,322.12,45.0859,40.689,..
COL,..,35.323482630152185,3.202627717224476,0.33751225614862335,..,..,17.5255,..,1.8561,7.98695,..,52.2873,..
COM,8.714708785784797,4.4692333004277724,0.12877038499506416,..,..,..,..,..,..,..,..,..,..
COD,..,..,0.4294856521711661,0.33520488500329043,..,..,..,..,..,..,..,100,..
COG,..,7.5472032007386325,2.4571053404754117,-0.41494188511613905,..,..,..,..,..,..,..,..,..
CRI,..,..,3.6558869696772627,0.04872232546542598,..,..,5.63617,70.5237,0.117622,2.06314,32.7465,85.8847,..
CIV,..,16.726019189737904,2.21755762159517,0.0032206889641027787,..,..,0.511218,..,0.13572,30.5682,..,91.5984,..
HRV,..,24.386648261633994,2.065400991897438,0.11130529085979339,..,..,8.07227,..,1.0136,9.35044,..,61.3275,..
CUB,..,..,..,..,..,..,..,..,..,..,..,..,..
CUW,..,..,..,..,..,..,..,..,..,..,..,..,..
CYP,..,..,2.3347119248790618,0.3512777575047395,..,..,25.5259,..,3.71197,19.3643,..,79.0424,..
CZE,..,63.35994708228213,2.129880141891718,0.22956129439103898,8.48955,..,17.406,19.4988,6.7032,54.2874,11.9507,66.5471,..
DNK,..,30.99125635120479,0.4122125692709514,1.3379690075123618,..,..,33.4734,19.8422,15.7818,53.83,10.2006,80.5706,..
DJI,..,44.34762799703856,0.6606298764166527,..,..,..,..,..,..,..,..,..,..
DMA,..,45.42532027319842,6.089942597919333,0,..,..,..,..,..,..,..,..,..
DOM,..,..,0.7356773760318459,0.20666942679881212,..,..,..,..,..,..,..,60.8238,..
ECU,..,..,1.9807825720697176,..,..,..,9.43265,-27.9891,0.381261,2.95018,21.3023,100,..
EGY,..,36.534394071490844,0.9404149956408021,0.007393199651264167,..,..,16.4234,..,2.29854,22.175,..,57.7546,..
SLV,..,..,..,0.07506407264691542,..,..,4.29036,..,0.09492,2.25952,..,92.9253,..
GNQ,..,5.21035574316028,161.82375055772104,0,..,..,..,..,..,..,..,..,..
ERI,..,34.64970713083518,5.287331824915802,..,..,..,..,..,..,..,..,..,..
EST,..,..,3.469556907640052,1.1641594364861154,..,..,..,..,..,..,..,74.238,..
SWZ,..,14.306563156836491,1.3549030181895216,-0.4022304845032226,..,..,23.5011,..,11.3047,98.6976,..,..,..
ETH,31.971246661050113,11.939917339894066,0.2565530489345152,..,..,..,..,..,..,..,..,100,..
FRO,..,..,..,..,..,..,..,..,..,..,..,..,..
FJI,..,..,-3.391135511515801,-3.042983395822176,..,..,3.53156,..,..,..,..,..,..
FIN,..,..,0.5698737513488336,2.435212058896257,..,..,39.2521,5.92921,8.69169,8.74109,20.7691,89.2039,..
FRA,..,..,1.3683894697661336,1.8908622041408956,32.3475,..,33.5209,11.183,14.857,50.1504,16.0473,46.1504,..
PYF,..,..,0.08976667778419944,-0.024530457826983165,..,..,..,..,..,..,..,..,..
GAB,..,6.589329854435595,-5.007209261498442,3.6225965996849743,..,..,..,..,..,..,..,..,..
GMB,..,4.373222081201264,1.2561480596060999,..,..,..,..,..,..,..,..,..,..
