Country Code,2013_domestic_credit_provided_by_financial_sector_(%_of_GDP),2013_domestic_credit_to_private_sector_(%_of_GDP),2013_foreign_direct_investment_net_inflows_(%_of_GDP),2013_foreign_direct_investment_net_outflows_(%_of_GDP),2013_mutual_fund_assets_to_GDP_(%),2013_investments_financed_by_equity_or_stock_sales_(%),2013_stock_market_capitalization_to_GDP_(%),2013_stock_market_return_(%_year-on-year),2013_stock_market_total_value_traded_to_GDP_(%),2013_stock_market_turnover_ratio_(%),2013_stock_price_volatility,2013_bank_concentration_(%),2013_gross_portfolio_debt_assets_to_GDP_(%)
AFG,..,4.3217,0.2350,0.0026,..,..,..,..,..,..,..,57.8009,..
ALB,72.1807,39.7866,9.8163,0.2227,3.7411,12.0000,..,..,..,..,..,56.5773,5.0836
DZA,..,16.4979,0.8066,-0.1296,..,..,0.0813,..,..,..,..,66.8734,..
ASM,..,..,..,..,,,,,,,,,
AND,..,..,..,..,..,..,..,..,..,..,..,93.2954,..
AGO,..,..,-5.2081,0.6741,..,..,..,..,..,..,..,60.9272,0.0985
ATG,..,68.7496,11.3665,0.0000,..,..,..,..,..,..,..,..,3.8436
ARG,33.1874,15.7291,1.7792,0.1612,2.0251,..,7.2814,60.0070,0.3081,5.5661,27.8191,47.7661,2.2015
ARM,43.1497,42.3802,3.1119,0.2721,..,11.1000,..,..,..,..,..,40.3162,0.1443
ABW,..,59.1637,8.2985,0.1620,..,..,..,..,..,..,..,..,11.6008
AUS,..,124.7823,3.4258,-0.0488,103.2010,..,87.4227,16.5803,53.8223,57.1781,12.7557,71.0814,13.8994
AUT,..,92.5578,0.1049,2.5649,44.8566,..,26.3503,17.0095,5.9083,23.4089,21.6450,71.5213,58.8490
AZE,..,..,3.5319,1.9927,..,0.1000,..,..,..,..,..,56.3343,..
BHS,83.5510,61.6432,3.6169,2.6224,..,..,..,..,..,..,..,79.1631,..
BHR,..,69.6307,11.4560,1.6339,21.1014,..,..,4.2247,1.3580,..,7.1043,79.1634,49.0329
BGD,..,41.7948,1.7354,0.3646,..,7.2000,..,..,0.8876,..,..,29.1279,1.5267
BRB,..,83.3349,2.2256,0.5622,55.1339,..,..,..,0.2434,..,..,90.3081,12.6429
BLR,37.9238,22.9262,2.9739,0.3472,..,1.1000,..,..,..,..,..,57.4476,0.1215
BEL,..,56.4081,-5.6822,-2.3712,26.7050,..,65.6868,15.9828,21.0985,33.6978,15.4902,64.7127,82.9868
BLZ,..,57.8188,5.8406,0.0433,..,..,..,..,..,..,..,..,..
BEN,..,16.4539,2.8786,0.4680,..,..,..,..,..,..,..,87.4698,13.0357
BMU,..,..,0.8492,0.7822,..,..,26.4985,7.6554,0.6581,2.9859,14.4486,97.6289,..
BTN,..,46.7323,1.1635,..,..,..,..,..,..,..,..,100.0000,..
BOL,50.0671,46.6797,5.7066,0.0000,2.5475,..,..,..,..,..,..,50.2705,5.4605
BIH,65.0662,60.8344,1.7234,0.4745,..,2.9000,..,-6.5110,..,..,8.5352,43.7452,1.9747
BWA,..,31.7911,0.4505,0.5679,..,..,..,17.0005,..,..,3.6334,65.8696,4.1181
BRA,..,64.2306,3.0415,0.6326,45.1458,..,43.3083,-9.9447,30.2943,69.0687,22.0755,61.5710,0.3440
VGB,..,..,..,..,,,,,,,,,
BRN,18.3697,31.1921,4.2868,..,..,..,..,..,..,..,..,..,..
BGR,..,66.4280,3.5764,0.6321,0.9448,3.5000,..,36.4470,1.1290,..,14.1397,43.9635,10.6836
BFA,..,20.8210,3.6477,0.4337,..,..,..,..,..,..,..,75.6763,14.5247
BDI,..,19.3897,4.7612,0.0068,..,..,..,..,..,..,..,100.0000,8.4756
CPV,..,64.1854,4.8257,1.7710,..,..,..,..,..,..,..,81.6937,2.5995
