Country Code,2020_domestic_credit_provided_by_financial_sector_(%_of_GDP),2020_domestic_credit_to_private_sector_(%_of_GDP),2020_foreign_direct_investment_net_inflows_(%_of_GDP),2020_foreign_direct_investment_net_outflows_(%_of_GDP),2020_mutual_fund_assets_to_GDP_(%),2020_investments_financed_by_equity_or_stock_sales_(%),2020_stock_market_capitalization_to_GDP_(%),2020_stock_market_return_(%_year-on-year),2020_stock_market_total_value_traded_to_GDP_(%),2020_stock_market_turnover_ratio_(%),2020_stock_price_volatility,2020_bank_concentration_(%),2020_gross_portfolio_debt_assets_to_GDP_(%)
AFG,..,3.126284224268462,..,0.18795552916298647,,,,,,,,,
ALB,70.79711801733582,38.8771388603898,..,0.33563401350607464,,,,,,,,,
DZA,..,29.644683280027813,..,..,,,,,,,,,
ASM,..,..,..,..,,,,,,,,,
AND,..,..,..,..,,,,,,,,,
AGO,30.121263881380774,12.072670476081793,..,0.1452719513717021,,,,,,,,,
ATG,..,53.64036580067319,..,..,,,,,,,,,
ARG,..,..,..,0.3221400253920221,,,,,,,,,
ARM,83.37925033786566,72.17143860008376,..,-0.21572066823361286,,,,,,,,,
ABW,..,..,..,..,,,,,,,,,
AUS,..,141.95940474332414,..,0.927779818873788,,,,,,,,,
AUT,..,94.20496405453214,..,-3.443841608195577,,,,,,,,,
AZE,15.431028093972019,26.084451327630532,..,1.936945999155072,,,,,,,,,
BHS,..,..,..,..,,,,,,,,,
BHR,..,..,..,..,,,,,,,,,
BGD,..,45.22395094162803,..,0.0031230001201847336,,,,,,,,,
BRB,..,..,..,..,,,,,,,,,
BLR,45.76825606369808,33.10863645089316,..,0.12778335578139668,,,,,,,,,
BEL,..,76.73021380305596,..,-4.677492597133047,,,,,,,,,
BLZ,..,63.93439138881227,..,0.251074535078158,,,,,,,,,
BEN,..,15.537120761512426,..,..,,,,,,,,,
BMU,..,..,..,..,,,,,,,,,
BTN,..,68.90297054950908,..,..,,,,,,,,,
BOL,..,..,..,-0.27748076294542184,,,,,,,,,
BIH,63.1559306560645,58.93263710037234,..,-0.05711909451460676,,,,,,,,,
BWA,..,37.660694145889586,..,..,,,,,,,,,
BRA,..,70.1879703282019,..,-1.1364718714011535,,,,,,,,,
VGB,..,..,..,..,,,,,,,,,
BRN,66.03852401326071,39.65608976712296,..,..,,,,,,,,,
BGR,..,52.330032898673785,..,0.39536878709711304,,,,,,,,,
BFA,..,29.261516547917843,..,..,,,,,,,,,
BDI,..,22.26169586121115,..,..,,,,,,,,,
CPV,..,73.19205670305784,..,0.23448353865594046,,,,,,,,,
KHM,..,..,..,0.5022008957317299,,,,,,,,,
CMR,..,..,..,..,,,,,,,,,
CAN,..,..,..,3.089215680279474,,,,,,,,,
CYM,..,..,..,..,,,,,,,,,
CAF,..,..,..,..,,,,,,,,,
TCD,..,..,..,..,,,,,,,,,
CHI,..,..,..,..,,,,,,,,,
CHL,147.6911371045797,124.46795985677217,..,4.635422420141981,,,,,,,,,
CHN,..,182.43262590265203,..,0.7466129486969411,,,,,,,,,
COL,..,54.08468484107236,..,0.7245824967575256,,,,,,,,,
COM,..,15.051497777974895,..,..,,,,,,,,,
COD,..,7.224152867261142,..,..,,,,,,,,,
COG,..,..,..,..,,,,,,,,,
CRI,91.37076580815292,60.9907699857257,..,..,,,,,,,,,
CIV,..,21.136962221938386,..,..,,,,,,,,,
HRV,..,61.09311830998602,..,0.4465098169847965,,,,,,,,,
CUB,..,..,..,..,,,,,,,,,
CUW,..,..,..,..,,,,,,,,,
CYP,..,114.33876981099482,..,2.9956359876905556,,,,,,,,,
CZE,..,53.60077956252574,..,1.345962415635113,,,,,,,,,
DNK,..,163.80141226124783,..,2.7862018706483127,,,,,,,,,
DJI,..,19.651995443103772,..,..,,,,,,,,,
DMA,..,57.13530130453633,..,..,,,,,,,,,
DOM,55.28225272825016,30.39695605392988,..,-0.12556328716518983,,,,,,,,,
ECU,50.53638502058689,47.59480905881011,..,..,,,,,,,,,
EGY,..,27.263285103092784,..,0.08992774914089348,,,,,,,,,
SLV,113.12064602375042,62.114843570242286,..,0.3949763528123312,,,,,,,,,
GNQ,..,..,..,..,,,,,,,,,
ERI,..,..,..,..,,,,,,,,,
EST,..,64.05212571634873,..,1.0061674530387468,,,,,,,,,
SWZ,..,21.34722991159934,..,-0.3551511381624254,,,,,,,,,
ETH,..,..,..,..,,,,,,,,,
FRO,..,..,..,..,,,,,,,,,
FJI,175.47733590170546,123.82798272526149,..,0.3076812164494633,,,,,,,,,
FIN,..,100.42237447729579,..,..,,,,,,,,,
FRA,..,123.73332947190083,..,1.5874852229773677,,,,,,,,,
PYF,..,..,..,..,,,,,,,,,
GAB,..,..,..,..,,,,,,,,,
GMB,..,..,..,..,,,,,,,,,
GEO,..,..,..,-0.09909407921296863,,,,,,,,,
DEU,..,86.62223195877836,..,2.9291050808241974,,,,,,,,,
GHA,..,10.878255392830459,..,..,,,,,,,,,
GIB,..,..,..,..,,,,,,,,,
GRC,..,82.08598987298782,..,0.42363142066271586,,,,,,,,,
GRL,..,..,..,..,,,,,,,,,
GRD,..,56.89997789754663,..,..,,,,,,,,,
GUM,..,..,..,..,,,,,,,,,
GTM,47.85172958778174,35.903778070857705,..,0.13209777191477517,,,,,,,,,
GIN,..,9.071027510657704,..,..,,,,,,,,,
GNB,..,16.207948778060917,..,..,,,,,,,,,
GUY,61.20343256302964,39.175718039231846,..,..,,,,,,,,,
HTI,..,9.308852981052604,..,..,,,,,,,,,
HND,75.11530938476639,69.75825765568733,..,..,,,,,,,,,
HKG,..,258.45019315344854,..,25.38142768951401,,,,,,,,,
HUN,..,38.474283757997036,..,97.34761593807661,,,,,,,,,
ISL,..,99.85984274831426,..,-2.190080317728723,,,,,,,,,
IND,..,55.25091375568686,..,0.44107979826093197,,,,,,,,,
IDN,53.71126820935797,38.68833111444939,..,0.47570567587040763,,,,,,,,,
IRN,..,..,..,..,,,,,,,,,
IRQ,..,..,..,0.08880281291816328,,,,,,,,,
IRL,..,33.00545518917449,..,..,,,,,,,,,
IMN,..,..,..,..,,,,,,,,,
ISR,..,..,..,1.4577545801251628,,,,,,,,,
ITA,..,83.57933292237702,..,0.25259660070616524,,,,,,,,,
JAM,..,..,..,..,,,,,,,,,
JPN,..,..,..,..,,,,,,,,,
JOR,..,83.14171397989453,..,..,,,,,,,,,
KAZ,40.48295125457375,25.823448192809202,..,0.8003372286246901,,,,,,,,,
KEN,..,32.740009846253486,..,..,,,,,,,,,
KIR,..,..,..,..,,,,,,,,,
PRK,..,..,..,..,,,,,,,,,
KOR,..,165.5241197641158,..,1.991978037200079,,,,,,,,,
XKX,..,..,..,0.8985247703669812,,,,,,,,,
KWT,..,..,..,..,,,,,,,,,
KGZ,..,28.455977638433712,..,..,,,,,,,,,
LAO,..,..,..,..,,,,,,,,,
LVA,..,34.56057345597962,..,0.5303753938478714,,,,,,,,,
LBN,..,..,..,..,,,,,,,,,
LSO,..,..,..,..,,,,,,,,,
LBR,..,..,..,..,,,,,,,,,
LBY,..,..,..,..,,,,,,,,,
LIE,..,..,..,..,,,,,,,,,
LTU,..,38.08528094531775,..,1.4180194417108125,,,,,,,,,
LUX,..,105.90697344850189,..,..,,,,,,,,,
MAC,..,280.3394350764926,..,..,,,,,,,,,
MDG,..,15.61456699899548,..,..,,,,,,,,,
MWI,..,..,..,..,,,,,,,,,
MYS,..,134.14171112169782,..,1.2258273263958583,,,,,,,,,
MDV,116.49578183575503,49.0179082616717,..,..,,,,,,,,,
MLI,..,26.091060102355673,..,..,,,,,,,,,
MLT,..,83.64924874100275,..,-46.065037326780136,,,,,,,,,
MHL,..,..,..,..,,,,,,,,,
MRT,..,..,..,..,,,,,,,,,
MUS,..,95.97070763975432,..,..,,,,,,,,,
MEX,64.17309402269905,38.656940914119126,..,0.49136421187399215,,,,,,,,,
FSM,..,..,..,..,,,,,,,,,
MDA,30.015629708106715,27.78739285558079,..,-0.03298628929722802,,,,,,,,,
MCO,..,..,..,..,,,,,,,,,
MNG,..,46.39804240833841,..,0.19766279265955125,,,,,,,,,
MNE,..,59.89567188137192,..,-0.10006777174414307,,,,,,,,,
MAR,..,..,..,0.4371422819008876,,,,,,,,,
MOZ,..,24.79224010408557,..,1.0938987554944357,,,,,,,,,
MMR,..,28.733685788737738,..,..,,,,,,,,,
NAM,96.41773509210772,71.90753945083523,..,0.4655211205161129,,,,,,,,,
NRU,..,..,..,..,,,,,,,,,
NPL,..,87.8527116989727,..,..,,,,,,,,,
NLD,..,101.06426401760919,..,-22.239626830077952,,,,,,,,,
NCL,..,..,..,..,,,,,,,,,
NZL,..,..,..,0.5123238803854663,,,,,,,,,
NIC,38.26063225100335,30.0192222379921,..,0.3129586363300788,,,,,,,,,
NER,..,11.757046747859775,..,..,,,,,,,,,
NGA,..,12.13184983607405,..,-0.07815733576625512,,,,,,,,,
