Country Code,1977_domestic_credit_provided_by_financial_sector_(%_of_GDP),1977_domestic_credit_to_private_sector_(%_of_GDP),1977_foreign_direct_investment_net_inflows_(%_of_GDP),1977_foreign_direct_investment_net_outflows_(%_of_GDP),1977_mutual_fund_assets_to_GDP_(%),1977_investments_financed_by_equity_or_stock_sales_(%),1977_stock_market_capitalization_to_GDP_(%),1977_stock_market_return_(%_year-on-year),1977_stock_market_total_value_traded_to_GDP_(%),1977_stock_market_turnover_ratio_(%),1977_stock_price_volatility,1977_bank_concentration_(%),1977_gross_portfolio_debt_assets_to_GDP_(%)
AFG,..,4.133634193319715,-0.008126410602856583,..,..,..,..,..,..,..,..,..,..
ALB,..,..,..,..,..,..,..,..,..,..,..,..,..
DZA,..,49.90439961349525,0.8509130596405577,0.026447297799639034,..,..,..,..,..,..,..,..,..
ASM,..,..,..,..,,,,,,,,,
AND,..,..,..,..,..,..,..,..,..,..,..,..,..
AGO,..,..,..,..,..,..,..,..,..,..,..,..,..
ATG,..,40.01840268243494,2.83882858940304,0,..,..,..,..,..,..,..,..,..
ARG,26.413765281496566,18.382909855198104,0.2536059592891952,-0.0017611524950638553,..,..,1.46616,..,0.494355,28.7087,..,..,..
ARM,..,..,..,..,..,..,..,..,..,..,..,..,..
ABW,..,..,..,..,..,..,..,..,..,..,..,..,..
AUS,..,27.41980140308512,1.0353903101105992,0.2414904513377253,..,..,..,-3.78166,1.23968,..,..,..,..
AUT,..,..,0.18781370589759003,0.16703605079829048,..,..,3.06115,..,0.175393,4.6898,..,..,..
AZE,..,..,..,..,..,..,..,..,..,..,..,..,..
BHS,66.38148667601683,49.53716690042076,4.403927068723703,0,..,..,..,..,..,..,..,..,..
BHR,..,..,..,..,..,..,..,..,..,..,..,..,..
BGD,..,4.989642568447879,0.07232299264756205,0,..,..,..,..,..,..,..,..,..
BRB,..,35.49350719934941,0.9925314373939423,0.05009112667352416,..,..,..,..,..,..,..,..,..
BLR,..,..,..,..,..,..,..,..,..,..,..,..,..
BEL,..,..,1.539028796497807,0.5615771739771948,..,..,12.3436,..,0.807212,6.03103,..,..,..
BLZ,..,22.388015299617507,..,..,..,..,..,..,..,..,..,..,..
BEN,..,20.40461982321547,0.41677523619904777,0,..,..,..,..,..,..,..,..,..
BMU,..,..,..,..,..,..,..,..,..,..,..,..,..
BTN,..,..,..,..,..,..,..,..,..,..,..,..,..
BOL,..,..,-0.037181214289032385,0,..,..,..,..,..,..,..,..,..
BIH,..,..,..,..,..,..,..,..,..,..,..,..,..
BWA,..,17.855095332018408,2.7088740104211007,0.05259949534798244,..,..,..,..,..,..,..,..,..
BRA,..,54.44613814031211,1.0404646859224997,0.08287389205929349,..,..,..,..,1.121,..,..,..,..
VGB,..,..,..,..,,,,,,,,,
BRN,..,..,-0.1898747515851235,..,..,..,..,..,..,..,..,..,..
BGR,..,..,..,..,..,..,..,..,..,..,..,..,..
BFA,..,16.58217117626521,0.4393467964515441,0.03270791039981314,..,..,..,..,..,..,..,..,..
BDI,..,3.220491008194293,-0.0456591352768567,..,..,..,..,..,..,..,..,..,..
CPV,..,..,..,..,..,..,..,..,..,..,..,..,..
KHM,..,..,..,..,..,..,..,..,..,..,..,..,..
CMR,..,24.53117520996282,0.2565947398199712,0.12949641075026577,..,..,..,..,..,..,..,..,..
CAN,74.23788032011389,48.355577762617756,1.5933992977690266,0.7706910332782271,..,..,79.1758,-2.41256,2.98762,3.97921,..,..,..
CYM,..,..,..,..,..,..,..,..,..,..,..,..,..
CAF,..,11.817911560380821,-0.5608473509668601,0.017651847956038545,..,..,..,..,..,..,..,..,..
TCD,..,10.267665743891522,2.2615409566013787,0,..,..,..,..,..,..,..,..,..
CHI,..,..,..,..,..,..,..,..,..,..,..,..,..
CHL,..,..,0.15039862703243265,0.035809196912483965,..,..,..,..,..,..,..,..,..
CHN,..,51.17846153846154,..,..,..,..,..,..,..,..,..,..,..
COL,..,27.361321957630206,0.3338304733467499,0.11298877559428458,..,..,..,..,..,..,..,..,..
COM,..,..,..,..,..,..,..,..,..,..,..,..,..
COD,..,4.796283071152349,0.14735397030145223,..,..,..,..,..,..,..,..,..,..
COG,..,20.70691489361702,0.25957413692926895,..,..,..,..,..,..,..,..,..,..
CRI,..,..,2.0342224482110702,0,..,..,..,..,..,..,..,..,..
CIV,..,39.05600332657174,0.23383625416934592,..,..,..,..,..,..,..,..,..,..
HRV,..,..,..,..,..,..,..,..,..,..,..,..,..
CUB,..,..,..,..,..,..,..,..,..,..,..,..,..
CUW,..,..,..,..,..,..,..,..,..,..,..,..,..
CYP,..,..,5.634767587306593,0,..,..,..,..,..,..,..,..,..
CZE,..,..,..,..,..,..,..,..,..,..,..,..,..
DNK,..,45.372608127216736,0.15225617283312723,0.323934411996864,..,..,9.6278,..,0.115534,1.0223,..,..,..
