Country Code,1987_domestic_credit_provided_by_financial_sector_(%_of_GDP),1987_domestic_credit_to_private_sector_(%_of_GDP),1987_foreign_direct_investment_net_inflows_(%_of_GDP),1987_foreign_direct_investment_net_outflows_(%_of_GDP),1987_mutual_fund_assets_to_GDP_(%),1987_investments_financed_by_equity_or_stock_sales_(%),1987_stock_market_capitalization_to_GDP_(%),1987_stock_market_return_(%_year-on-year),1987_stock_market_total_value_traded_to_GDP_(%),1987_stock_market_turnover_ratio_(%),1987_stock_price_volatility,1987_bank_concentration_(%),1987_gross_portfolio_debt_assets_to_GDP_(%)
AFG,..,..,..,..,..,..,..,..,..,..,..,..,..
ALB,..,..,0,0,..,..,..,..,..,..,..,..,..
DZA,..,67.53259217730111,0.005560656603298129,0.022551551780042388,..,..,..,..,..,..,..,..,..
ASM,..,..,..,..,,,,,,,,,
AND,..,..,..,..,..,..,..,..,..,..,..,..,..
AGO,..,..,1.471082846957034,0,..,..,..,..,..,..,..,..,..
ATG,..,39.29305274083814,11.4469673344909,0,..,..,..,..,..,..,..,..,..
ARG,47.58567736571191,21.297314881087594,-0.017100757183499814,0.04331977557940914,..,..,0.945023,..,0.110931,13.7127,..,..,..
ARM,..,..,..,..,..,..,..,..,..,..,..,..,..
ABW,..,39.450582768232195,0.22310711907152928,0,..,..,..,..,..,..,..,..,..
AUS,..,42.87214308214623,2.74541218483775,2.6972665509474814,..,..,70.908,43.7796,20.7368,42.8908,17.1037,..,..
AUT,..,..,0.3185120067481197,0.2548096053985119,..,..,6.46122,-14.8369,1.14362,17.2475,15.9372,..,..
AZE,..,..,..,..,..,..,..,..,..,..,..,..,..
BHS,49.35151250374033,42.74502736717123,0.397936639570252,0.8076254385418363,..,..,..,..,..,..,..,..,..
BHR,..,39.04775278718463,-1.0584915366545022,0.5330260465956755,..,..,..,..,..,..,..,..,..
BGD,..,13.214530846119226,0.013190725603420547,0,..,..,..,..,..,..,..,..,..
BRB,..,32.97287047841307,0.41657613768961493,0.14374810385064177,..,..,..,..,..,..,..,..,..
BLR,..,..,..,..,..,..,..,..,..,..,..,..,..
BEL,..,..,1.5763107153135836,1.8623455253571521,..,..,28.9118,..,4.61339,18.5371,..,..,..
BLZ,..,26.07828118854936,2.437006420626633,0.40913246477673404,..,..,..,..,..,..,..,..,..
BEN,..,26.57859881324971,0.006400360343980596,0,..,..,..,..,..,..,..,..,..
BMU,..,..,..,..,..,..,..,..,..,..,..,..,..
