Country Code,1990_domestic_credit_provided_by_financial_sector_(%_of_GDP),1990_domestic_credit_to_private_sector_(%_of_GDP),1990_foreign_direct_investment_net_inflows_(%_of_GDP),1990_foreign_direct_investment_net_outflows_(%_of_GDP),1990_mutual_fund_assets_to_GDP_(%),1990_investments_financed_by_equity_or_stock_sales_(%),1990_stock_market_capitalization_to_GDP_(%),1990_stock_market_return_(%_year-on-year),1990_stock_market_total_value_traded_to_GDP_(%),1990_stock_market_turnover_ratio_(%),1990_stock_price_volatility,1990_bank_concentration_(%),1990_gross_portfolio_debt_assets_to_GDP_(%)
AFG,..,..,..,..,..,..,..,..,..,..,..,..,..
ALB,..,..,0,0,..,..,..,..,..,..,..,..,..
DZA,..,56.14321672189211,0.0005397619998221467,0.007556667997510037,..,..,..,..,..,..,..,..,..
ASM,..,..,..,..,,,,,,,,,
AND,..,..,..,..,..,..,..,..,..,..,..,..,..
AGO,..,..,-2.979634931412325,0.008009771321000872,..,..,..,..,..,..,..,..,..
ATG,..,40.552971617885326,13.190710721684388,0,..,..,..,..,..,..,..,..,..
ARG,32.42070776746544,15.601694814211495,1.2988816648031007,0.024692183487882644,..,..,1.37703,873.466,0.295416,41.1398,134.732,..,..
ARM,..,..,..,..,..,..,..,..,..,..,..,..,..
ABW,..,44.484016833030964,17.061706278275093,63.65531059480497,..,..,..,..,..,..,..,..,..
AUS,..,60.68216708760461,2.7214581857538724,0.20370550274600394,6.08,..,39.2086,-5.51531,13.2287,32.9798,14.4305,..,..
AUT,..,..,0.39227845533337524,1.0218463285177202,..,..,16.5377,59.4618,26.5726,209.491,27.6497,..,..
AZE,..,..,..,..,..,..,..,..,..,..,..,..,..
BHS,58.471257106759325,46.31080227416298,-0.5369551484523057,0.006317119393556538,..,..,..,..,..,..,..,..,..
BHR,..,29.84242957746479,2.1692655935613687,7.079979879275655,..,..,..,..,..,..,..,..,..
BGD,..,16.074099153044457,0.010249845601124671,0.001582361543298277,..,..,..,..,..,..,..,..,..
BRB,..,36.20311341734618,0.5572838074026069,0.06957795898196195,..,..,..,..,..,..,..,..,..
BLR,..,..,..,..,..,..,..,..,..,..,..,..,..
BEL,..,..,3.918892270884312,3.075238029729186,..,..,37.4506,..,4.21505,9.42429,..,..,..
BLZ,..,32.56027988004943,4.173881521256332,0.43680155455008124,..,..,..,..,..,..,..,..,..
BEN,..,19.12768903769605,-0.15076002499864016,-3.3333050896995835,..,..,..,..,..,..,..,..,..
