Country Code,2005_domestic_credit_provided_by_financial_sector_(%_of_GDP),2005_domestic_credit_to_private_sector_(%_of_GDP),2005_foreign_direct_investment_net_inflows_(%_of_GDP),2005_foreign_direct_investment_net_outflows_(%_of_GDP),2005_mutual_fund_assets_to_GDP_(%),2005_investments_financed_by_equity_or_stock_sales_(%),2005_stock_market_capitalization_to_GDP_(%),2005_stock_market_return_(%_year-on-year),2005_stock_market_total_value_traded_to_GDP_(%),2005_stock_market_turnover_ratio_(%),2005_stock_price_volatility,2005_bank_concentration_(%),2005_gross_portfolio_debt_assets_to_GDP_(%)
AFG,..,..,4.364535244295849,0.024157944156619093,..,..,..,..,..,..,..,100,..
ALB,..,..,3.259768341778197,0.050440707558069384,..,0,..,..,..,..,..,94.1014,..
DZA,..,11.929147383637314,1.1201740230674366,0.05329547687604575,..,..,0.13639,..,..,..,..,83.8151,..
ASM,..,..,..,..,,,,,,,,,
AND,..,..,..,..,..,..,..,..,..,..,..,94.1146,..
AGO,..,..,-3.526655479151967,0.5933367761413958,..,..,..,..,..,..,..,77.1119,..
ATG,..,60.30590152063722,21.600329833454012,0,..,..,..,..,..,..,..,94.1039,..
ARG,34.94079812602097,10.653492918935887,2.649354414521665,0.6596956647267982,1.82452,..,22.2384,34.7541,2.47375,11.8965,29.6537,46.4037,0.057354
ARM,..,..,5.960106339583573,0.10997003122308992,0.344468,0.3,0.654843,..,0.030738,3.47281,..,68.5469,0.054157
ABW,..,54.74010067114094,-8.915590376414471,-0.3802906816250299,..,..,..,..,..,..,..,..,5.60079
AUS,..,108.79410214852373,-3.618814635010122,-4.717771585066616,101.072,..,117.57,20.3997,85.9668,75.1519,7.56282,82.0435,8.58909
AUT,..,94.32410575726391,25.66539714709834,25.726585279690717,62.4292,..,33.9188,51.4164,10.9694,40.4276,14.0682,80.1596,69.8231
AZE,..,..,33.79504714234378,30.32863583948892,..,0,..,..,..,..,..,68.4083,0.638711
BHS,59.53823631077042,50.36396169252354,5.727971167727374,1.4518309916431142,..,..,..,..,..,..,..,58.6869,..
BHR,..,43.68435090500446,6.566594458402294,7.109975617230478,..,..,97.1855,26.8259,3.18646,4.52527,11.2118,79.4063,158.129
BGD,..,29.343830496862257,1.171208960466686,0.0027935391055833175,..,..,4.62703,..,0.322411,6.39747,..,71.0826,0.64478
BRB,..,72.76447178950124,10.212368002730726,4.107265036130384,..,..,137.998,..,4.19106,1.69482,..,100,..
BLR,..,..,1.01497746172797,0.008276071931897996,..,5.9,..,..,..,..,..,80.0703,0.069513
BEL,..,63.5977700769197,8.730432334370755,8.439006344917372,35.3548,..,73.1079,29.1799,23.5867,37.6146,8.92685,81.1305,90.3782
BLZ,..,53.62854474200426,11.510294606686704,0.08897345886507148,..,..,..,..,..,..,..,83.8691,..
BEN,..,9.034310335713116,-0.1338203694008138,-0.9476584467537985,..,..,..,..,..,..,..,85.3656,2.03966
BMU,..,..,0.8976741816580308,0.6429565648946537,..,..,40.8187,9.99098,1.35904,3.43967,10.3594,100,..
BTN,..,18.567159224097356,0.7793433638594456,..,..,..,..,..,..,..,..,..,..
BOL,71.27365228007604,45.02546300110004,-2.498880030835138,0.0314166461005172,..,..,21.8207,..,0.0324,0.081498,..,72.9867,6.14968
BIH,..,..,5.558366168758311,0.1464760249625943,..,0,14.5334,18.6554,..,..,20.5682,52.2463,0.073733
BWA,..,19.763429560077864,4.242949051008693,0.5771447866743977,..,..,24.0877,16.5268,0.460555,1.88403,..,78.4866,7.94347
BRA,..,31.83978415499086,1.7339006685241802,0.32641233365535954,34.0465,..,48.994,23.4689,17.2757,39.1259,26.6408,46.33,0.900123
VGB,..,..,..,..,,,,,,,,,
BRN,..,..,1.8367549809509185,..,..,..,..,..,..,..,..,..,..
BGR,..,39.06344649459319,13.720191662763861,0.31248449179183485,0.204039,0.2,13.1579,51.999,2.06927,20.0402,17.7346,37.4185,2.58935
BFA,..,13.296203712774544,0.8481459341720845,0.28910278895649705,..,..,..,..,..,..,..,54.7411,0.745545
BDI,..,14.543668331893228,0.0523404229187196,0,..,..,..,..,..,..,..,100,..
CPV,..,39.10080950025294,8.283481402311653,0.0008427397193175117,..,..,..,..,..,..,..,..,..
KHM,..,8.976211167869396,6.0253839054985034,0.0679797969058338,..,..,..,..,..,..,..,60.6137,0.455172
CMR,..,9.132448072527092,1.3570198824314008,-0.07618650097875948,..,..,..,..,..,..,..,53.9165,..
CAN,195.8898239485415,121.6610929582934,2.178163809175939,2.325412694798829,46.8186,..,117.871,17.5293,72.541,67.626,10.6359,86.8497,7.48326
CYM,..,..,..,..,..,..,78.1581,..,..,..,..,64.6937,..
CAF,..,6.898907878471711,0.7552178870340338,..,..,..,..,..,..,..,..,..,..
TCD,..,2.5417417424269866,-1.4940281521744883,..,..,..,..,..,..,..,..,100,..
CHI,..,..,..,..,..,..,4.08035,..,0.086003,0.7635,..,..,..
CHL,80.42151382796654,77.2242779867974,6.06857120800826,1.7363888087835313,10.2234,..,107.477,28.218,14.0982,15.4742,11.8933,55.9798,3.52346
CHN,..,111.84292482645245,4.554254033922313,0.6006024126923535,..,..,18.7405,-22.2073,19.958,91.5888,21.7635,68.0587,5.05628
COL,49.82490687534013,22.752718608950666,7.028893103948867,3.293186421349941,0.204981,..,34.3521,83.6893,4.08754,19.1462,21.536,66.1744,7.17389
COM,6.6261292424553,5.17523919105504,0.0854737277199342,0,..,..,..,..,..,..,..,..,..
COD,..,1.2010660046235397,1.5044525944587936,0.11199813758748797,..,..,..,..,..,..,..,61.5893,..
COG,..,2.2103552237435293,12.049844597927908,4.323683884132248,..,..,..,..,..,..,..,..,..
CRI,46.5679335590554,35.860219133817,7.628435395077471,0.7464722162557385,4.18854,0.7,7.43133,14.9581,0.14484,1.47731,19.3777,57.6422,4.60741
CIV,..,12.452701616576018,2.0422725551845025,0.2165627337016831,..,..,13.0443,..,0.2523,1.5687,..,63.2275,2.3031
HRV,..,51.927427648556574,3.9992484764673244,0.5310598665159704,3.84456,4.5,26.5198,50.8883,1.3519,6.29404,20.1005,57.0395,4.65162
CUB,..,..,..,..,..,..,..,..,..,..,..,91.4383,..
CUW,..,..,..,..,..,..,..,..,..,..,..,66.9181,..
CYP,..,156.676025984081,6.303627115954891,2.97080373131216,..,..,33.4016,33.1345,1.96941,7.19641,18.1112,70.6434,34.4556
CZE,..,29.224211947829332,10.011533579016607,1.532204191568592,4.90816,7,23.4774,51.5285,19.7257,107.329,16.9356,68.5041,9.57516
DNK,..,157.54381709875452,4.857700582033001,6.416067743210601,28.4296,..,62.5294,26.5916,47.2963,91.9124,12.4054,81.9079,40.9721
DJI,..,20.075115730631495,3.133262928878263,..,..,..,..,..,..,..,..,..,..
DMA,..,48.58615745965897,5.280786789901281,0,..,..,..,..,..,..,..,..,..
DOM,29.76390849448424,19.649436634244935,3.125980875066678,-0.012018703292906578,..,..,..,..,..,..,..,74.9727,0.521819
ECU,18.288704366953258,21.333763676442224,1.1887460551509315,0,0.917226,..,6.95662,22.7201,0.290639,4.97248,15.0097,49.749,2.79253
EGY,..,51.165434053110495,5.999509006499536,0.102677808727948,1.973,..,66.0981,169.912,17.1958,42.8342,26.4749,58.3414,1.27742
SLV,68.05580075850789,49.923914349791396,3.4776156709306068,0.7681316454358209,..,..,18.4444,..,1.70394,2.31537,..,72.6808,4.61039
