Country Code,1975_domestic_credit_provided_by_financial_sector_(%_of_GDP),1975_domestic_credit_to_private_sector_(%_of_GDP),1975_foreign_direct_investment_net_inflows_(%_of_GDP),1975_foreign_direct_investment_net_outflows_(%_of_GDP),1975_mutual_fund_assets_to_GDP_(%),1975_investments_financed_by_equity_or_stock_sales_(%),1975_stock_market_capitalization_to_GDP_(%),1975_stock_market_return_(%_year-on-year),1975_stock_market_total_value_traded_to_GDP_(%),1975_stock_market_turnover_ratio_(%),1975_stock_price_volatility,1975_bank_concentration_(%),1975_gross_portfolio_debt_assets_to_GDP_(%)
AFG,..,4.710234843507419,..,..,..,..,..,..,..,..,..,..,..
ALB,..,..,..,..,..,..,..,..,..,..,..,..,..
DZA,..,49.965411390664684,0.7648830361815133,0.21853801033757522,..,..,..,..,..,..,..,..,..
ASM,..,..,..,..,,,,,,,,,
AND,..,..,..,..,..,..,..,..,..,..,..,..,..
AGO,..,..,..,..,..,..,..,..,..,..,..,..,..
ATG,..,..,..,..,..,..,..,..,..,..,..,..,..
ARG,28.75947714561561,16.441349837726488,0.10600959826952354,0.0085566660808662,..,..,..,..,0.858146,..,..,..,..
ARM,..,..,..,..,..,..,..,..,..,..,..,..,..
ABW,..,..,..,..,..,..,..,..,..,..,..,..,..
AUS,..,27.37559549740721,0.46209715566411974,0.16570830946549536,..,..,..,-1.83619,1.14587,..,..,..,..
AUT,..,..,0.197482692225843,0.06447955935018992,..,..,3.17167,..,0.163462,5.27332,..,..,..
AZE,..,..,..,..,..,..,..,..,..,..,..,..,..
BHS,71.97249245219724,60.248238846024826,2.9486749412948674,..,..,..,..,..,..,..,..,..,..
BHR,..,..,..,..,..,..,..,..,..,..,..,..,..
BGD,..,1.917119790225594,0.007935549731374726,..,..,..,..,..,..,..,..,..,..
BRB,..,35.08562467920747,1.1162086762542531,0.19557976143570074,..,..,..,..,..,..,..,..,..
BLR,..,..,..,..,..,..,..,..,..,..,..,..,..
BEL,..,..,1.4534505489880767,0.3620988996022883,..,..,13.0195,..,0.833252,6.70034,..,..,..
BLZ,..,..,..,..,..,..,..,..,..,..,..,..,..
BEN,..,22.3656087715105,0.27919096098014795,0,..,..,..,..,..,..,..,..,..
BMU,..,..,..,..,..,..,..,..,..,..,..,..,..
BTN,..,..,..,..,..,..,..,..,..,..,..,..,..
BOL,..,..,2.5615278482064925,..,..,..,..,..,..,..,..,..,..
BIH,..,..,..,..,..,..,..,..,..,..,..,..,..
BWA,..,19.323434228060158,-10.77468315686115,0,..,..,..,..,..,..,..,..,..
BRA,..,54.93146848311422,1.0524667055334138,0.09053477036846572,..,..,..,..,1.39763,..,..,..,..
VGB,..,..,..,..,,,,,,,,,
BRN,..,..,0.07275501732601791,..,..,..,..,..,..,..,..,..,..
BGR,..,..,..,..,..,..,..,..,..,..,..,..,..
BFA,..,10.75412529219163,0.03191582041635343,0.07234252627706778,..,..,..,..,..,..,..,..,..
BDI,..,2.9318879005329883,0.07601190853233673,..,..,..,..,..,..,..,..,..,..
CPV,..,..,..,..,..,..,..,..,..,..,..,..,..
KHM,..,..,..,..,..,..,..,..,..,..,..,..,..
CMR,..,18.746530568963724,0.9485350200356799,0.07000258450447823,..,..,..,..,..,..,..,..,..
CAN,57.37061391137712,43.305213560548,1.9479404628835781,0.7187628385090968,..,..,27.9957,-1.77774,2.87242,10.7032,..,..,..
CYM,..,..,..,..,..,..,..,..,..,..,..,..,..
CAF,..,16.426021508338536,1.4788992128672673,0.2640891451548692,..,..,..,..,..,..,..,..,..
TCD,..,12.095822069489174,2.3479008346666403,..,..,..,..,..,..,..,..,..,..
CHI,..,..,..,..,..,..,..,..,..,..,..,..,..
CHL,..,..,0.6559770954922451,0,..,..,..,..,..,..,..,..,..
CHN,..,..,..,..,..,..,..,..,..,..,..,..,..
COL,..,29.78662480128756,0.2829978322755907,0.03053753566950048,..,..,..,..,..,..,..,..,..
COM,..,..,..,..,..,..,..,..,..,..,..,..,..
COD,..,5.518386149235056,0.0890856137701006,..,..,..,..,..,..,..,..,..,..
COG,..,17.17396593673966,2.007553932636545,..,..,..,..,..,..,..,..,..,..
CRI,..,..,3.5199804173855993,..,..,..,..,..,..,..,..,..,..
CIV,..,35.0533266466784,1.7735709315526649,..,..,..,..,..,..,..,..,..,..
HRV,..,..,..,..,..,..,..,..,..,..,..,..,..
CUB,..,..,..,..,..,..,..,..,..,..,..,..,..
CUW,..,..,..,..,..,..,..,..,..,..,..,..,..
CYP,..,..,3.694520241597447,..,..,..,..,..,..,..,..,..,..
CZE,..,..,..,..,..,..,..,..,..,..,..,..,..
DNK,..,47.75296647154758,0.6595328762790013,0.19471984021331679,..,..,9.98437,..,0.131502,1.33627,..,..,..
DJI,..,..,..,..,..,..,..,..,..,..,..,..,..
DMA,..,..,..,..,..,..,..,..,..,..,..,..,..
DOM,..,..,1.7753945321182483,0,..,..,..,..,..,..,..,..,..
ECU,..,..,1.2325915430065666,..,..,..,..,..,..,..,..,..,..
EGY,..,16.600082915614518,0.0687747333509215,..,..,..,..,..,..,..,..,..,..
SLV,..,..,0.6952847644903315,..,..,..,..,..,..,..,..,..,..
GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..
ERI,..,..,..,..,..,..,..,..,..,..,..,..,..
EST,..,..,..,..,..,..,..,..,..,..,..,..,..
SWZ,..,20.446529080675422,5.018709093791787,0,..,..,..,..,..,..,..,..,..
ETH,..,..,..,..,..,..,..,..,..,..,..,..,..
FRO,..,..,..,..,..,..,..,..,..,..,..,..,..
FJI,..,..,2.0605952950577358,..,..,..,..,..,..,..,..,..,..
FIN,..,..,0.23163905043574137,0.0881399002280995,..,..,..,..,..,..,..,..,..
FRA,..,..,0.43340088380622355,0.3707950625600088,..,..,9.41189,..,1.5051,16.6219,..,..,..
PYF,..,..,..,..,..,..,..,..,..,..,..,..,..
GAB,..,14.410250865051902,7.735472116554125,0.32443561902863316,..,..,..,..,..,..,..,..,..
GMB,..,11.025210084033613,0.0868187274909964,..,..,..,..,..,..,..,..,..,..
GEO,..,..,..,..,..,..,..,..,..,..,..,..,..
DEU,..,..,0.14073490224525476,0.4445721023353552,..,..,10.3346,..,2.11014,20.7768,..,..,..
GHA,..,5.784402801438577,2.521966977063768,0,..,..,..,..,..,..,..,..,..
GIB,..,..,..,..,..,..,..,..,..,..,..,..,..
GRC,..,..,0.0841341362783758,..,..,..,..,..,..,..,..,..,..
GRL,..,..,..,..,..,..,..,..,..,..,..,..,..
GRD,..,..,..,..,..,..,..,..,..,..,..,..,..
