Country Code,1972_domestic_credit_provided_by_financial_sector_(%_of_GDP),1972_domestic_credit_to_private_sector_(%_of_GDP),1972_foreign_direct_investment_net_inflows_(%_of_GDP),1972_foreign_direct_investment_net_outflows_(%_of_GDP),1972_mutual_fund_assets_to_GDP_(%),1972_investments_financed_by_equity_or_stock_sales_(%),1972_stock_market_capitalization_to_GDP_(%),1972_stock_market_return_(%_year-on-year),1972_stock_market_total_value_traded_to_GDP_(%),1972_stock_market_turnover_ratio_(%),1972_stock_price_volatility,1972_bank_concentration_(%),1972_gross_portfolio_debt_assets_to_GDP_(%)
AFG,..,5.545543453536998,0.009401114677493215,..,..,..,..,..,..,..,..,..,..
ALB,..,..,..,..,..,..,..,..,..,..,..,..,..
DZA,..,47.729937332185365,0.6131436531792812,0.029556213698687932,..,..,..,..,..,..,..,..,..
ASM,..,..,..,..,,,,,,,,,
AND,..,..,..,..,..,..,..,..,..,..,..,..,..
AGO,..,..,..,..,..,..,..,..,..,..,..,..,..
ATG,..,..,..,..,..,..,..,..,..,..,..,..,..
ARG,19.433967474016008,17.634526041236747,0.20648950246919434,0.0048167448080167615,..,..,..,..,..,..,..,..,..
ARM,..,..,..,..,..,..,..,..,..,..,..,..,..
ABW,..,..,..,..,..,..,..,..,..,..,..,..,..
AUS,..,24.70438809459581,2.028227142138869,0.24779245627941193,..,..,..,20.3609,..,..,..,..,..
AUT,..,..,0.6591230927199602,0.17393777900732374,..,..,..,..,..,..,..,..,..
AZE,..,..,..,..,..,..,..,..,..,..,..,..,..
BHS,..,..,15.30377390421391,..,..,..,..,..,..,..,..,..,..
BHR,..,..,..,..,..,..,..,..,..,..,..,..,..
BGD,..,..,0.0014312417470360148,..,..,..,..,..,..,..,..,..,..
BRB,..,..,..,..,..,..,..,..,..,..,..,..,..
BLR,..,..,..,..,..,..,..,..,..,..,..,..,..
BEL,..,..,1.0373717745543531,0.47568602097440543,..,..,..,..,..,..,..,..,..
BLZ,..,..,..,..,..,..,..,..,..,..,..,..,..
BEN,..,10.071076348155811,1.1697847495846254,..,..,..,..,..,..,..,..,..,..
BMU,..,..,..,..,..,..,..,..,..,..,..,..,..
BTN,..,..,..,..,..,..,..,..,..,..,..,..,..
BOL,..,..,1.2885494916267943,..,..,..,..,..,..,..,..,..,..
BIH,..,..,..,..,..,..,..,..,..,..,..,..,..
BWA,..,9.140833988985051,..,..,..,..,..,..,..,..,..,..,..
BRA,..,41.76285085648569,0.7856299748401175,0.032456989610702834,..,..,..,..,..,..,..,..,..
VGB,..,..,..,..,,,,,,,,,
BRN,..,..,-1.3957684651650077,..,..,..,..,..,..,..,..,..,..
BGR,..,..,..,..,..,..,..,..,..,..,..,..,..
BFA,..,5.016387904950708,-0.12098260328744068,..,..,..,..,..,..,..,..,..,..
BDI,..,5.053390999935171,0.16612334108189708,..,..,..,..,..,..,..,..,..,..
CPV,..,..,..,..,..,..,..,..,..,..,..,..,..
KHM,..,..,-0.001978045900476193,..,..,..,..,..,..,..,..,..,..
CMR,..,15.273534789360141,0.2202566650665044,..,..,..,..,..,..,..,..,..,..
CAN,..,39.0331722468303,1.8666619314808115,0.07090057269113137,..,..,..,17.3066,..,..,..,..,..
CYM,..,..,..,..,..,..,..,..,..,..,..,..,..
CAF,..,15.472086522898543,0.6512737167395276,..,..,..,..,..,..,..,..,..,..
TCD,..,6.385895327812345,-0.017081533100117254,..,..,..,..,..,..,..,..,..,..
CHI,..,..,..,..,..,..,..,..,..,..,..,..,..
CHL,..,..,-0.009279711095987417,..,..,..,..,..,..,..,..,..,..
CHN,..,..,..,..,..,..,..,..,..,..,..,..,..
COL,..,21.75314059088464,0.21285095645311,0.012520644497241766,..,..,..,..,..,..,..,..,..
COM,..,..,..,..,..,..,..,..,..,..,..,..,..
COD,..,2.7739464755034495,0.16959000709634217,..,..,..,..,..,..,..,..,..,..
COG,..,15.514975845410628,16.144378454850607,..,..,..,..,..,..,..,..,..,..
CRI,..,..,2.0872985753061175,..,..,..,..,..,..,..,..,..,..
CIV,..,28.515340386146406,1.0111384197814792,..,..,..,..,..,..,..,..,..,..
HRV,..,..,..,..,..,..,..,..,..,..,..,..,..
CUB,..,..,..,..,..,..,..,..,..,..,..,..,..
CUW,..,..,..,..,..,..,..,..,..,..,..,..,..
CYP,..,..,..,..,..,..,..,..,..,..,..,..,..
CZE,..,..,..,..,..,..,..,..,..,..,..,..,..
DNK,..,46.7783038902902,0.7059113200596662,0.6370419229806743,..,..,..,..,..,..,..,..,..
DJI,..,..,..,..,..,..,..,..,..,..,..,..,..
DMA,..,..,..,..,..,..,..,..,..,..,..,..,..
DOM,..,..,2.1887893730502164,0,..,..,..,..,..,..,..,..,..
ECU,..,..,2.5361055787166427,..,..,..,..,..,..,..,..,..,..
EGY,..,11.831753356870813,0.00032259320007784045,..,..,..,..,..,..,..,..,..,..
SLV,..,..,0.5222675909220398,..,..,..,..,..,..,..,..,..,..
GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..
ERI,..,..,..,..,..,..,..,..,..,..,..,..,..
EST,..,..,..,..,..,..,..,..,..,..,..,..,..
SWZ,..,..,0.45658599290780155,..,..,..,..,..,..,..,..,..,..
ETH,..,..,..,..,..,..,..,..,..,..,..,..,..
FRO,..,..,..,..,..,..,..,..,..,..,..,..,..
FJI,..,..,2.6843474933027176,..,..,..,..,..,..,..,..,..,..
FIN,..,..,0.25096339216747726,0.4137504573571922,..,..,..,..,..,..,..,..,..
FRA,..,..,0.32269575621825497,0.27285363941622814,..,..,..,..,..,..,..,..,..
PYF,..,..,..,..,..,..,..,..,..,..,..,..,..
GAB,..,22.835944700460832,4.041733380506212,..,..,..,..,..,..,..,..,..,..
GMB,..,13.065878378378379,2.873488175675676,..,..,..,..,..,..,..,..,..,..
GEO,..,..,..,..,..,..,..,..,..,..,..,..,..
DEU,..,..,0.6328422070826015,0.6019159126824788,..,..,..,..,..,..,..,..,..
GHA,..,10.060390763765541,0.5444320603907638,..,..,..,..,..,..,..,..,..,..
GIB,..,..,..,..,..,..,..,..,..,..,..,..,..
GRC,..,..,0.3257230344734761,..,..,..,..,..,..,..,..,..,..
GRL,..,..,..,..,..,..,..,..,..,..,..,..,..
GRD,..,..,..,..,..,..,..,..,..,..,..,..,..
GUM,..,..,..,..,..,..,..,..,..,..,..,..,..
