Country Code,1988_domestic_credit_provided_by_financial_sector_(%_of_GDP),1988_domestic_credit_to_private_sector_(%_of_GDP),1988_foreign_direct_investment_net_inflows_(%_of_GDP),1988_foreign_direct_investment_net_outflows_(%_of_GDP),1988_mutual_fund_assets_to_GDP_(%),1988_investments_financed_by_equity_or_stock_sales_(%),1988_stock_market_capitalization_to_GDP_(%),1988_stock_market_return_(%_year-on-year),1988_stock_market_total_value_traded_to_GDP_(%),1988_stock_market_turnover_ratio_(%),1988_stock_price_volatility,1988_bank_concentration_(%),1988_gross_portfolio_debt_assets_to_GDP_(%)
AFG,..,..,..,..,..,..,..,..,..,..,..,..,..
ALB,..,..,0,0,..,..,..,..,..,..,..,..,..
DZA,..,68.14677826911884,0.022031596774121403,0.008297614369474272,..,..,..,..,..,..,..,..,..
ASM,..,..,..,..,,,,,,,,,
AND,..,..,..,..,..,..,..,..,..,..,..,..,..
AGO,..,..,1.4928577124418223,0,..,..,..,..,..,..,..,..,..
ATG,..,38.31994995288886,8.26611470909774,0,..,..,..,..,..,..,..,..,..
ARG,42.674467324557455,20.335835479281844,0.9088257080581259,-0.017968212327045638,..,..,1.14533,..,1.70636,295.593,..,..,..
ARM,..,..,..,..,..,..,..,..,..,..,..,..,..
ABW,..,43.7921284575402,2.056259425097028,0.37386535001306886,..,..,..,..,..,..,..,..,..
AUS,..,46.81326009836703,3.596890566183506,2.904964064973697,6.07,..,66.2274,-14.9406,22.5298,26.247,34.3826,..,..
AUT,..,..,0.33405512049730063,0.21258053122556178,..,..,6.84362,-8.64997,1.28306,21.8038,16.2778,..,..
AZE,..,..,..,..,..,..,..,..,..,..,..,..,..
BHS,52.90464530324,44.029241633840805,1.3023883033464638,-5.781174000975904,..,..,..,..,..,..,..,..,..
BHR,..,35.31606924789886,5.998132318080588,0.6908974808864307,..,..,..,..,..,..,..,..,..
BGD,..,14.414933706354422,0.006916144703496125,0,..,..,..,..,..,..,..,..,..
BRB,..,34.24026330224904,1.433142785112534,0.05240633571036751,..,..,..,..,..,..,..,..,..
BLR,..,..,..,..,..,..,..,..,..,..,..,..,..
BEL,..,..,3.2116443541360993,2.3315902024767756,..,..,30.9444,..,5.03201,16.3157,..,..,..
BLZ,..,30.92051016483349,4.37372396231018,0.3592701826183362,..,..,..,..,..,..,..,..,..
BEN,..,28.5622867545904,-1.3369597824746493,-1.3369597824746493,..,..,..,..,..,..,..,..,..
BMU,..,..,..,..,..,..,..,..,..,..,..,..,..
