Country Code,1992_owner_occupied_housing,1992_overburden_rate,1992_total_outstanding_residential_loans_to_GDP,1992_social_hosuing_stock,1992_real_estate_tax_to_GDP,1992_dealing_with_construction_permits_score_2006M,1992_dealing_with_construction_permits_score_2015M
AUS,,,,,2.61,,
AUT,,,,,1.12,,
BEL,,,,,1.53,,
CAN,,,,,3.9,,
DNK,,,,,1.81,,
FIN,,,,,0.96,,
FRA,,,,,3.18,,
DEU,,,,,0.97,,
GRC,,,,,1.19,,
HUN,,,,,0.45,,
ISL,,,,,2.86,,
IRL,,,,,1.45,,
ITA,,,,,1.36,,
JPN,,,,,2.88,,
KOR,,,,,2.29,,
LUX,,,,,2.59,,
MEX,,,,,0.32,,
NLD,,,,,1.49,,
NZL,,,,,2.09,,
NOR,,,,,1.15,,
POL,,,,,1.26,,
PRT,,,,,0.68,,
ESP,,,,,1.57,,
SWE,,,,,1.59,,
CHE,,,,,1.95,,
TUR,,,,,0.33,,
GBR,,,,,2.27,,
USA,,,,,3.16,,
ARG,,,,,1.35,,
BHS,,,,,1.71,,
BRB,,,,,3.48,,
BLZ,,,,,3.49,,
BOL,,,,,0.01,,
BRA,,,,,1.03,,
CPV,,,,,0.81,,
CHL,,,,,1.13,,
COL,,,,,0.31,,
CRI,,,,,0.23,,
CIV,,,,,0.43,,
CUB,,,,,0.0,,
DOM,,,,,0.08,,
ECU,,,,,0.08,,
SLV,,,,,0.65,,
GTM,,,,,0.44,,
HND,,,,,0.09,,
JAM,,,,,1.16,,
MYS,,,,,0.01,,
MUS,,,,,1.31,,
NIC,,,,,0.47,,
PAN,,,,,0.45,,
PRY,,,,,0.39,,
PER,,,,,0.52,,
ZAF,,,,,0.29,,
TTO,,,,,0.98,,
URY,,,,,1.91,,
VEN,,,,,0.08,,
