Country Code,2011_owner_occupied_housing,2011_overburden_rate,2011_total_outstanding_residential_loans_to_GDP,2011_social_hosuing_stock,2011_real_estate_tax_to_GDP,2011_dealing_with_construction_permits_score_2006M,2011_dealing_with_construction_permits_score_2015M
MRT,,,,,,60.3,..
FSM,,,,,,81.1,..
MDA,,,,,,31.1,..
MNG,,,,,,62.8,..
MNE,,,,,,36.5,..
MOZ,,,,,,56.8,..
MMR,,,,,,..,..
NAM,,,,,,72.7,..
NPL,,,,,,52.6,..
NGA,,,,,,..,..
OMN,,,,,,74.8,..
PAK,,,,,,..,..
PLW,,,,,,62.6,..
PNG,,,,,,60.8,..
PRI,,,,,,57.8,..
QAT,,,,,,80.5,..
WSM,,,,,,78.7,..
SMR,,,,,,..,..
SAU,,,,,,77.3,..
SRB,,,,,,19.3,..
SYC,,,,,,73.5,..
SLE,,,,,,34.3,..
SLB,,,,,,47.7,..
SOM,,,,,,..,..
SSD,,,,,,..,..
LKA,,,,,,70.6,..
KNA,,,,,,82.5,..
LCA,,,,,,77.8,..
VCT,,,,,,89,..
SDN,,,,,,45.5,..
SUR,,,,,,71,..
SYR,,,,,,55.6,..
STP,,,,,,63.7,..
TWN,,,,,,65.9,..
TJK,,,,,,44.9,..
TZA,,,,,,41.3,..
THA,,,,,,65.6,..
TLS,,,,,,67.1,..
TON,,,,,,72.8,..
UGA,,,,,,41.6,..
UKR,,,,,,12,..
ARE,,,,,,82.3,..
UZB,,,,,,46.5,..
VUT,,,,,,82.7,..
VNM,,,,,,77.5,..
PSE,,,,,,37.4,..
YEM,,,,,,82,..
ZMB,,,,,,62.5,..
ZWE,,,,,,35.3,..
