Country Code,2019_owner_occupied_housing,2019_overburden_rate,2019_total_outstanding_residential_loans_to_GDP,2019_social_hosuing_stock,2019_real_estate_tax_to_GDP,2019_dealing_with_construction_permits_score_2006M,2019_dealing_with_construction_permits_score_2015M
ALB,96.5,,,,,..,52.6
AUT,55.2,14.8,30.0,23.6,0.54,..,75.1
BEL,71.3,30.5,55.7,,3.46,..,75.4
BGR,84.1,41.0,10.5,,,..,75.5
CHE,41.6,20.6,153.4,,2.09,..,71.8
CYP,67.9,12.3,39.2,,,..,64.1
CZE,78.6,24.1,22.1,,0.43,..,56.2
DEU,51.1,18.3,44.6,2.7,1.09,..,78.2
DNK,60.8,30.7,83.2,,1.89,..,86.9
EST,81.7,28.1,29.0,,0.21,..,82.5
GRC,75.4,83.2,28.1,,3.13,..,69.5
ESP,76.2,37.4,39.2,1.1,2.43,..,70.8
FIN,71.1,13.1,41.8,,1.44,..,75.8
FRA,64.1,17.7,44.4,,4.03,..,74.3
HRV,89.7,35.7,14.3,,,..,55.7
HUN,91.7,22.4,9.5,,0.95,..,66.9
IRL,68.7,17.8,23.5,,1.26,..,76.7
ITA,72.4,29.2,30.7,,2.45,..,68.2
LTU,90.3,21.9,17.4,,,..,84.9
LUX,70.9,30.6,56.1,,3.81,..,83.8
LVA,80.2,8.3,13.7,,0.93,..,73.5
MNE,91.0,40.8,,,,..,75.2
MKD,85.9,61.9,,,,..,83.4
MLT,79.8,17.6,45.7,,,..,73.4
NLD,68.9,27.0,89.0,,1.47,..,69.4
NOR,80.3,32.9,82.8,,1.29,..,80.6
POL,84.2,26.9,20.5,,1.28,..,76.3
PRT,73.9,26.3,44.2,,1.38,..,73.2
ROU,95.8,39.8,7.6,,,..,58.3
SRB,83.3,56.3,,,,..,84.4
SWE,63.6,19.8,89.2,,0.94,..,78
SVN,74.8,19.4,13.7,,0.62,..,65.2
SVK,90.9,16.4,32.9,,0.4,..,59.3
TUR,58.8,33.0,30.9,,0.97,..,73.4
ISL,,,,,2.14,..,71.6
GBR,,,67.7,16.7,4.09,..,80.3
AUS,,,,,,..,84.6
BRA,,,8.6,,1.53,..,52.1
CAN,,,72.4,3.5,3.87,..,73
JPN,,,38.9,,,..,83.1
RUS,,,7.8,,,..,78.4
SGP,,,44.3,,1.76,..,84.7
KOR,,,4.4,,3.12,..,84.4
USA,,,52.0,3.6,2.96,..,79.9
COL,,,,0.0,1.79,..,68.8
NZL,,,,,2.0,..,86.5
ARG,,,,,2.62,..,49.3
BHS,,,,,2.57,..,70.9
BRB,,,,,2.23,..,56.6
BLZ,,,,,1.12,..,64.2
BOL,,,,,0.18,..,60
CHL,,,,,1.12,..,75.9
CRI,,,,,0.45,..,70.8
CUB,,,,,0.0,,
DOM,,,,,0.65,..,70.4
ECU,,,,,0.32,..,66.4
SLV,,,,,0.16,..,52.7
GTM,,,,,0.2,..,65
HND,,,,,0.56,..,55.8
IDN,,,,,0.17,..,65.9
ISR,,,,,3.09,..,76.6
JAM,,,,,0.91,..,71.8
KAZ,,,,,0.46,..,74.3
MYS,,,,,0.0,..,88.8
NIC,,,,,0.29,..,46.6
PAN,,,,,0.25,..,68.2
PRY,,,,,0.19,..,70.5
PER,,,,,0.4,..,72.4
PHL,,,,,0.45,..,68.6
TTO,,,,,0.25,..,64.1
URY,,,,,2.24,..,57.5
AFG,,,,,,..,34.5
