Country Code,2009_owner_occupied_housing,2009_overburden_rate,2009_total_outstanding_residential_loans_to_GDP,2009_social_hosuing_stock,2009_real_estate_tax_to_GDP,2009_dealing_with_construction_permits_score_2006M,2009_dealing_with_construction_permits_score_2015M
AUT,57.6,12.9,25.5,,0.52,72.1,..
BEL,72.7,30.5,43.8,,2.96,73.5,..
BGR,86.8,38.1,10.2,,,63.2,..
CYP,74.1,17.6,55.6,,,59.4,..
CZE,76.6,23.2,14.1,,0.36,54.4,..
DNK,66.3,29.2,93.7,,1.82,91.6,..
EST,87.1,20.9,43.0,,0.34,85.4,..
GRC,76.4,66.5,33.9,,1.99,65.5,..
ESP,79.6,41.4,57.2,,2.03,63.7,..
FIN,74.1,11.4,39.5,,1.05,79.7,..
FRA,63.0,15.1,37.7,,3.44,76.1,..
HUN,89.8,44.0,23.8,,0.81,67.6,..
IRL,73.7,21.9,87.0,,1.45,64.8,..
ISL,84.2,15.7,74.8,,2.02,77.4,..
ITA,72.8,29.1,26.2,,2.6,63.2,..
LTU,91.5,27.1,22.4,,,75.8,..
LUX,70.4,13.3,46.2,,2.53,78.6,..
LVA,87.2,14.8,36.5,,0.71,61.3,..
MLT,78.5,31.0,40.0,,,..,..
NLD,68.4,17.6,103.8,,1.39,65.8,..
NOR,85.4,28.2,67.5,,1.12,72.2,..
POL,68.7,32.8,16.6,,1.34,54.6,..
PRT,74.6,19.3,63.1,,1.09,49.7,..
ROU,96.7,55.8,4.6,,,61.3,..
SWE,66.9,20.1,75.8,,1.03,79.9,..
SVN,81.3,13.1,10.8,,0.58,50.1,..
SVK,89.5,13.4,14.8,,0.42,61.4,..
TUR,60.8,42.2,,,0.85,50.6,..
GBR,69.9,40.6,77.3,,3.77,70.5,..
HRV,,,17.0,,,16.4,..
DEU,,,46.9,,0.83,82.8,..
CHE,,,125.4,,2.06,74.2,..
AUS,,,56.6,,2.45,80.8,..
BRA,,,2.8,,1.23,..,..
CAN,,,63.5,,3.93,71.3,..
JPN,,,37.3,,2.63,..,..
RUS,,,3.0,,,..,..
SGP,,,35.7,,1.48,82.3,..
KOR,,,4.2,,2.64,87.2,..
USA,,,79.0,,3.32,..,..
MEX,,,,,0.29,..,..
NZL,,,,,1.96,84.4,..
ARG,,,,,2.66,43,..
BHS,,,,,2.87,67.4,..
BRB,,,,,1.39,..,..
BLZ,,,,,0.91,69.2,..
BOL,,,,,0.29,70.2,..
CMR,,,,,0.15,53,..
CPV,,,,,0.7,68.3,..
CHL,,,,,0.94,62.1,..
COL,,,,,1.64,57.7,..
CRI,,,,,0.27,54.6,..
CIV,,,,,0.3,28.6,..
CUB,,,,,0.0,,
DOM,,,,,0.67,66.4,..
ECU,,,,,0.21,68.8,..
SLV,,,,,0.09,60,..
GTM,,,,,0.38,42.1,..
HND,,,,,0.14,71.1,..
IDN,,,,,0.56,..,..
ISR,,,,,3.09,67.7,..
JAM,,,,,0.89,66,..
KAZ,,,,,0.63,38,..
KEN,,,,,0.22,86.5,..
MUS,,,,,1.13,62.7,..
MAR,,,,,1.47,73.5,..
NIC,,,,,0.21,46.6,..
NER,,,,,0.05,20.2,..
PAN,,,,,0.48,63.5,..
PRY,,,,,0.23,58,..
PER,,,,,0.56,57.2,..
PHL,,,,,0.44,51.5,..
RWA,,,,,0.0,47.8,..
SEN,,,,,0.43,61.1,..
ZAF,,,,,1.42,66.8,..
SWZ,,,,,0.24,75.9,..
TGO,,,,,0.12,29.1,..
TTO,,,,,0.19,63.3,..
TUN,,,,,0.29,66.8,..
URY,,,,,2.38,56,..
VEN,,,,,0.02,47.5,..
AFG,,,,,,24.1,..
ALB,,,,,,34,..
DZA,,,,,,44.4,..
AGO,,,,,,61,..
ATG,,,,,,67.3,..
ARM,,,,,,55.9,..
AZE,,,,,,41.5,..
BHR,,,,,,73.1,..
BGD,,,,,,..,..
BLR,,,,,,52.8,..
BEN,,,,,,52,..
BTN,,,,,,61.2,..
BIH,,,,,,21.5,..
BWA,,,,,,52.2,..
BRN,,,,,,71.2,..
BFA,,,,,,44.7,..
BDI,,,,,,34.8,..
KHM,,,,,,45.1,..
CAF,,,,,,32.1,..
TCD,,,,,,42.4,..
CHN,,,,,,..,..
COM,,,,,,79.2,..
COD,,,,,,40.9,..
COG,,,,,,56.9,..
DJI,,,,,,58.5,..
DMA,,,,,,75.3,..
EGY,,,,,,47.7,..
