Country Code,1993_owner_occupied_housing,1993_overburden_rate,1993_total_outstanding_residential_loans_to_GDP,1993_social_hosuing_stock,1993_real_estate_tax_to_GDP,1993_dealing_with_construction_permits_score_2006M,1993_dealing_with_construction_permits_score_2015M
AUS,,,,,2.73,,
AUT,,,,,1.08,,
BEL,,,,,1.69,,
CAN,,,,,3.88,,
CZE,,,,,0.39,,
DNK,,,,,1.94,,
FIN,,,,,1.17,,
FRA,,,,,2.75,,
DEU,,,,,0.98,,
GRC,,,,,0.98,,
HUN,,,,,0.37,,
ISL,,,,,2.92,,
IRL,,,,,1.37,,
ITA,,,,,2.19,,
JPN,,,,,3.06,,
KOR,,,,,2.56,,
LUX,,,,,2.74,,
MEX,,,,,0.3,,
NLD,,,,,1.58,,
NZL,,,,,1.93,,
NOR,,,,,1.05,,
POL,,,,,1.35,,
PRT,,,,,0.68,,
ESP,,,,,1.6,,
SWE,,,,,1.4,,
CHE,,,,,2.07,,
TUR,,,,,0.35,,
GBR,,,,,2.99,,
USA,,,,,3.08,,
ARG,,,,,1.06,,
BHS,,,,,2.01,,
BRB,,,,,3.26,,
BLZ,,,,,3.28,,
BOL,,,,,0.01,,
BRA,,,,,1.04,,
CMR,,,,,0.17,,
CPV,,,,,0.93,,
CHL,,,,,1.26,,
COL,,,,,0.34,,
CRI,,,,,0.25,,
CIV,,,,,0.28,,
CUB,,,,,0.0,,
DOM,,,,,0.09,,
ECU,,,,,0.08,,
SLV,,,,,0.42,,
GTM,,,,,0.32,,
HND,,,,,0.38,,
JAM,,,,,1.35,,
MYS,,,,,0.01,,
MUS,,,,,1.44,,
NIC,,,,,0.61,,
PAN,,,,,0.42,,
PRY,,,,,0.52,,
PER,,,,,0.37,,
ZAF,,,,,0.32,,
TTO,,,,,0.73,,
URY,,,,,1.94,,
VEN,,,,,0.05,,
