Country Code,2008_owner_occupied_housing,2008_overburden_rate,2008_total_outstanding_residential_loans_to_GDP,2008_social_hosuing_stock,2008_real_estate_tax_to_GDP,2008_dealing_with_construction_permits_score_2006M,2008_dealing_with_construction_permits_score_2015M
RUS,,,2.5,,,..,..
SGP,,,28.2,,1.61,80.1,..
KOR,,,3.2,,2.81,87.2,..
USA,,,86.2,,3.2,..,..
MEX,,,,,0.29,..,..
NZL,,,,,1.94,84.4,..
ARG,,,,,2.68,42.6,..
BHS,,,,,4.54,67.3,..
BRB,,,,,1.48,..,..
BLZ,,,,,0.99,69,..
BOL,,,,,0.29,69.6,..
CMR,,,,,0.16,54.3,..
CPV,,,,,1.09,67.9,..
CHL,,,,,1.18,61,..
COL,,,,,1.87,56.1,..
CRI,,,,,0.29,54.7,..
CIV,,,,,0.31,28.3,..
CUB,,,,,0.0,,
DOM,,,,,0.71,65.4,..
ECU,,,,,0.16,68.4,..
SLV,,,,,0.12,59.1,..
GTM,,,,,0.29,41.3,..
HND,,,,,0.21,67.6,..
IDN,,,,,0.62,..,..
ISR,,,,,3.21,67.6,..
JAM,,,,,1.27,57,..
KAZ,,,,,0.57,35.7,..
KEN,,,,,0.25,86.2,..
MYS,,,,,0.0,53.5,..
MUS,,,,,1.26,62.6,..
MAR,,,,,1.66,72.4,..
NIC,,,,,0.21,46.8,..
NER,,,,,0.04,20.2,..
PAN,,,,,0.48,63.1,..
PRY,,,,,0.26,56.6,..
PER,,,,,0.61,61.2,..
PHL,,,,,0.42,50.3,..
RWA,,,,,0.0,37,..
SEN,,,,,0.42,60.7,..
ZAF,,,,,1.41,67.5,..
SWZ,,,,,0.26,75.8,..
TGO,,,,,0.11,29.1,..
TTO,,,,,0.26,63.3,..
TUN,,,,,0.28,66.2,..
URY,,,,,2.42,55.3,..
VEN,,,,,0.92,55,..
AFG,,,,,,24.1,..
ALB,,,,,,33.9,..
DZA,,,,,,40.1,..
AGO,,,,,,55.7,..
ATG,,,,,,67.2,..
ARM,,,,,,51.1,..
AZE,,,,,,32,..
BHR,,,,,,71.9,..
BGD,,,,,,..,..
BLR,,,,,,40.8,..
BEN,,,,,,58.7,..
BTN,,,,,,60.2,..
BIH,,,,,,20,..
BWA,,,,,,53.2,..
BRN,,,,,,65.7,..
BFA,,,,,,24,..
BDI,,,,,,34.8,..
KHM,,,,,,44.9,..
CAF,,,,,,32.1,..
TCD,,,,,,41.6,..
CHN,,,,,,..,..
COM,,,,,,79.3,..
COD,,,,,,40.9,..
COG,,,,,,54,..
DJI,,,,,,58.3,..
DMA,,,,,,75.3,..
EGY,,,,,,49,..
GNQ,,,,,,71.1,..
ERI,,,,,,0,..
ETH,,,,,,51.5,..
FJI,,,,,,78.1,..
GAB,,,,,,60.6,..
GMB,,,,,,56.8,..
GEO,,,,,,73.9,..
GHA,,,,,,33.8,..
GRD,,,,,,68.6,..
GIN,,,,,,38.4,..
GNB,,,,,,46.2,..
GUY,,,,,,48,..
HTI,,,,,,52.2,..
HKG,,,,,,55.5,..
IND,,,,,,..,..
IRN,,,,,,22,..
IRQ,,,,,,69.5,..
JOR,,,,,,41.3,..
KIR,,,,,,36.7,..
XKX,,,,,,..,..
KWT,,,,,,48,..
KGZ,,,,,,16.5,..
LAO,,,,,,84.2,..
LBN,,,,,,42.4,..
LSO,,,,,,39.3,..
LBR,,,,,,27.8,..
LBY,,,,,,..,..
LIE,,,,,,..,..
MDG,,,,,,43.4,..
MWI,,,,,,75.9,..
MDV,,,,,,83,..
MLI,,,,,,38.9,..
MHL,,,,,,92.9,..
MRT,,,,,,59.3,..
FSM,,,,,,81,..
MDA,,,,,,29.3,..
MNG,,,,,,58.6,..
MNE,,,,,,38.4,..
MOZ,,,,,,53.1,..
MMR,,,,,,..,..
NAM,,,,,,67.3,..
NPL,,,,,,76.4,..
NGA,,,,,,..,..
MKD,,,,,,50.6,..
OMN,,,,,,73.7,..
PAK,,,,,,..,..
PLW,,,,,,64.3,..
PNG,,,,,,59,..
PRI,,,,,,57.6,..
QAT,,,,,,80.5,..
WSM,,,,,,78.5,..
SMR,,,,,,..,..
SAU,,,,,,68,..
SRB,,,,,,26.5,..
SYC,,,,,,72.2,..
SLE,,,,,,14.5,..
SLB,,,,,,47.7,..
SOM,,,,,,..,..
SSD,,,,,,..,..
LKA,,,,,,72.2,..
KNA,,,,,,82.5,..
LCA,,,,,,74.7,..
VCT,,,,,,89.1,..
SDN,,,,,,31.5,..
SUR,,,,,,70.7,..
SYR,,,,,,41.7,..
STP,,,,,,62.6,..
TWN,,,,,,65,..
TJK,,,,,,24.2,..
TZA,,,,,,34.3,..
THA,,,,,,65.4,..
TLS,,,,,,66,..
TON,,,,,,61.2,..
UGA,,,,,,39.2,..
UKR,,,,,,1.3,..
ARE,,,,,,73.7,..
UZB,,,,,,41.5,..
VUT,,,,,,77.5,..
VNM,,,,,,77.7,..
PSE,,,,,,37.4,..
YEM,,,,,,81.1,..
ZMB,,,,,,56.8,..
ZWE,,,,,,55.4,..
