Country Code,2020_owner_occupied_housing,2020_overburden_rate,2020_total_outstanding_residential_loans_to_GDP,2020_social_hosuing_stock,2020_real_estate_tax_to_GDP,2020_dealing_with_construction_permits_score_2006M,2020_dealing_with_construction_permits_score_2015M
AUT,55.3,12.7,,,,..,75.1
BEL,71.1,29.4,,,,..,75.5
BGR,84.3,44.8,,,,..,75.9
DNK,59.3,25.2,,21.4,,..,87.9
EST,81.4,36.5,,,,..,82.6
GRC,74.6,79.2,,,,..,69.5
FIN,70.7,14.2,,,,..,75.9
HRV,91.3,20.9,,,,..,57.8
HUN,91.3,46.4,,,,..,67
NLD,69.1,23.3,,34.1,,..,69.4
ROU,96.1,41.9,,,,..,58.4
SWE,64.5,18.0,,,,..,78
SVN,74.6,18.6,,,,..,65.3
NZL,,,,3.8,,..,86.5
LTU,,,,0.8,,..,84.9
AFG,,,,,,..,34.5
ALB,,,,,,..,52.7
DZA,,,,,,..,65.3
AGO,,,,,,..,65.3
ATG,,,,,,..,65.7
ARG,,,,,,..,56.4
ARM,,,,,,..,73.1
AUS,,,,,,..,84.7
AZE,,,,,,..,73.4
BHS,,,,,,..,70.9
BHR,,,,,,..,83.1
BGD,,,,,,..,61.1
BRB,,,,,,..,56.6
BLR,,,,,,..,75.2
BLZ,,,,,,..,64.3
BEN,,,,,,..,70.5
BTN,,,,,,..,68.9
BOL,,,,,,..,60
BIH,,,,,,..,48.6
BWA,,,,,,..,75.6
BRA,,,,,,..,51.9
BRN,,,,,,..,73.6
BFA,,,,,,..,68.7
BDI,,,,,,..,55
CPV,,,,,,..,74.6
KHM,,,,,,..,44.6
CMR,,,,,,..,56.5
CAN,,,,,,..,73
CAF,,,,,,..,34.1
TCD,,,,,,..,47.2
CHL,,,,,,..,75.9
CHN,,,,,,..,77.3
COL,,,,,,..,69.1
COM,,,,,,..,68
COD,,,,,,..,59.5
COG,,,,,,..,61.3
CRI,,,,,,..,70.8
CYP,,,,,,..,64.2
CZE,,,,,,..,56.2
CIV,,,,,,..,57.4
DJI,,,,,,..,69.4
DMA,,,,,,..,70.1
DOM,,,,,,..,70.7
ECU,,,,,,..,66.4
EGY,,,,,,..,71.2
SLV,,,,,,..,52.3
GNQ,,,,,,..,55
ERI,,,,,,..,0
SWZ,,,,,,..,68.7
ETH,,,,,,..,59.7
FJI,,,,,,..,67.8
FRA,,,,,,..,74.3
GAB,,,,,,..,59.8
GMB,,,,,,..,59.4
GEO,,,,,,..,81
DEU,,,,,,..,78.2
GHA,,,,,,..,67.6
GRD,,,,,,..,62.5
GTM,,,,,,..,65.3
GIN,,,,,,..,65.9
GNB,,,,,,..,45.2
GUY,,,,,,..,52.5
HTI,,,,,,..,44.2
HND,,,,,,..,56.2
HKG,,,,,,..,93.5
ISL,,,,,,..,71.6
IND,,,,,,..,78.7
IDN,,,,,,..,66.8
IRN,,,,,,..,71.2
IRQ,,,,,,..,67.7
IRL,,,,,,..,76.6
ISR,,,,,,..,76.7
ITA,,,,,,..,68.3
JAM,,,,,,..,71.9
JPN,,,,,,..,83.1
JOR,,,,,,..,60.3
KAZ,,,,,,..,76.5
KEN,,,,,,..,67.6
KIR,,,,,,..,52.2
KOR,,,,,,..,84.4
XKX,,,,,,..,55.3
KWT,,,,,,..,71.9
KGZ,,,,,,..,69
LAO,,,,,,..,68.3
LVA,,,,,,..,73.5
LBN,,,,,,..,53.7
LSO,,,,,,..,52.9
LBR,,,,,,..,28.9
LBY,,,,,,..,0
LIE,,,,,,..,83.5
LUX,,,,,,..,83.9
MDG,,,,,,..,35.9
MWI,,,,,,..,63.1
MYS,,,,,,..,89.9
MDV,,,,,,..,73
MLI,,,,,,..,61.4
MLT,,,,,,..,73.5
MHL,,,,,,..,71.1
MRT,,,,,,..,66.9
MUS,,,,,,..,85.8
MEX,,,,,,..,68.8
FSM,,,,,,..,61
MDA,,,,,,..,56.2
MNG,,,,,,..,78.2
MNE,,,,,,..,76.1
MAR,,,,,,..,83.2
MOZ,,,,,,..,73.2
MMR,,,,,,..,75.4
NAM,,,,,,..,70
NPL,,,,,,..,67.3
NIC,,,,,,..,46.3
NER,,,,,,..,44.1
NGA,,,,,,..,73.6
MKD,,,,,,..,83.5
NOR,,,,,,..,80.6
OMN,,,,,,..,75.2
PAK,,,,,,..,66.5
PLW,,,,,,..,63.1
PAN,,,,,,..,68.2
PNG,,,,,,..,64.5
PRY,,,,,,..,71.1
PER,,,,,,..,72.5
PHL,,,,,,..,70
POL,,,,,,..,76.4
PRT,,,,,,..,73.2
PRI,,,,,,..,59.6
QAT,,,,,,..,84.2
RUS,,,,,,..,78.9
RWA,,,,,,..,70.6
WSM,,,,,,..,68.8
SMR,,,,,,..,68.9
SAU,,,,,,..,78.3
SEN,,,,,,..,62.1
SRB,,,,,,..,85.3
SYC,,,,,,..,67.3
SLE,,,,,,..,38.4
SGP,,,,,,..,87.9
SVK,,,,,,..,59.4
SLB,,,,,,..,49.5
SOM,,,,,,..,0
