Country Code,2017_owner_occupied_housing,2017_overburden_rate,2017_total_outstanding_residential_loans_to_GDP,2017_social_hosuing_stock,2017_real_estate_tax_to_GDP,2017_dealing_with_construction_permits_score_2006M,2017_dealing_with_construction_permits_score_2015M
DOM,,,,,0.6,..,71.5
ECU,,,,,0.33,..,66.4
SLV,,,,,0.45,..,60.1
GTM,,,,,0.24,..,69.1
HND,,,,,0.56,..,58
IDN,,,,,0.16,..,65.8
ISR,,,,,3.23,..,76.5
JAM,,,,,1.24,..,70
KAZ,,,,,0.47,..,74.7
KEN,,,,,0.13,..,60.7
MYS,,,,,0.0,..,83.2
MUS,,,,,1.1,..,78.2
MAR,,,,,1.57,..,82.3
NIC,,,,,0.22,..,45.9
NER,,,,,0.04,..,39.3
PAN,,,,,0.4,..,68.1
PRY,,,,,0.26,..,70.5
PER,,,,,0.37,..,68.6
PHL,,,,,0.47,..,66.5
RWA,,,,,0.02,..,62.8
SEN,,,,,0.4,..,58.8
ZAF,,,,,1.6,..,68.3
SWZ,,,,,0.4,..,69
TGO,,,,,0.15,..,41.7
TTO,,,,,0.21,..,64.1
TUN,,,,,0.31,..,73.9
URY,,,,,2.25,..,55.9
VEN,,,,,1.21,..,58.5
AFG,,,,,,..,33.7
DZA,,,,,,..,63
AGO,,,,,,..,62
ATG,,,,,,..,65.5
ARM,,,,,,..,67.7
AZE,,,,,,..,60.1
BHR,,,,,,..,72.9
BGD,,,,,,..,60.3
BLR,,,,,,..,71.2
BEN,,,,,,..,67.6
BTN,,,,,,..,68.5
BIH,,,,,,..,48.6
BWA,,,,,,..,71.2
BRN,,,,,,..,70
BFA,,,,,,..,67.7
BDI,,,,,,..,47.7
KHM,,,,,,..,41.3
CAF,,,,,,..,34.1
TCD,,,,,,..,49
CHN,,,,,,..,39.9
COM,,,,,,..,66.1
COG,,,,,,..,61.4
DJI,,,,,,..,65.4
DMA,,,,,,..,70.1
EGY,,,,,,..,71.2
GNQ,,,,,,..,55
ERI,,,,,,..,0
ETH,,,,,,..,45.2
FJI,,,,,,..,67.7
GAB,,,,,,..,50.3
GMB,,,,,,..,56.7
GEO,,,,,,..,79.2
GHA,,,,,,..,59.2
GRD,,,,,,..,62.2
GIN,,,,,,..,55.1
GNB,,,,,,..,45.2
GUY,,,,,,..,52.1
HTI,,,,,,..,44.2
HKG,,,,,,..,91.2
IND,,,,,,..,35.9
IRN,,,,,,..,73.8
IRQ,,,,,,..,67.7
JOR,,,,,,..,64
KIR,,,,,,..,51.3
XKX,,,,,,..,49.9
KWT,,,,,,..,60.7
KGZ,,,,,,..,68.5
LAO,,,,,,..,65.6
LBN,,,,,,..,53.9
LSO,,,,,,..,49.6
LBR,,,,,,..,28.9
LBY,,,,,,..,0
LIE,,,,,,..,..
MDG,,,,,,..,34.2
MWI,,,,,,..,54.8
MDV,,,,,,..,72.8
MLI,,,,,,..,59.9
MHL,,,,,,..,70.8
MRT,,,,,,..,64
FSM,,,,,,..,61
MDA,,,,,,..,47.7
MNG,,,,,,..,78.2
MOZ,,,,,,..,73
MMR,,,,,,..,70.1
NAM,,,,,,..,69.4
NPL,,,,,,..,54.7
NGA,,,,,,..,55.5
OMN,,,,,,..,75.2
PAK,,,,,,..,53.8
PLW,,,,,,..,62.2
PNG,,,,,,..,63.9
PRI,,,,,,..,59.4
QAT,,,,,,..,84.2
WSM,,,,,,..,68.7
SMR,,,,,,..,68.9
SAU,,,,,,..,76.9
SYC,,,,,,..,63.8
SLE,,,,,,..,41.1
SLB,,,,,,..,48.2
SOM,,,,,,..,0
SSD,,,,,,..,49
LKA,,,,,,..,68.3
KNA,,,,,,..,73.4
LCA,,,,,,..,76.2
VCT,,,,,,..,74.4
SDN,,,,,,..,64.3
SUR,,,,,,..,66.4
SYR,,,,,,..,0
STP,,,,,,..,65.6
TWN,,,,,,..,86.3
TJK,,,,,,..,60.5
TZA,,,,,,..,51.7
THA,,,,,,..,71.7
TLS,,,,,,..,55.3
TON,,,,,,..,74.3
UGA,,,,,,..,62.1
UKR,,,,,,..,60.8
ARE,,,,,,..,83.1
UZB,,,,,,..,54.8
VUT,,,,,,..,54
VNM,,,,,,..,78.9
PSE,,,,,,..,56
YEM,,,,,,..,0
ZMB,,,,,,..,70.9
ZWE,,,,,,..,46.4
